start,start_unix,end,end_unix,direction,finished,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-16,1458100800,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,54.29,56.0923,54.19,55.81,1691820.0,1.36870584360274,-4.570640980674938,0.5231141372513832,-4.027898226124336,1,9.489966683367761,4.473979782852865,20.888533431538065,-11.686127767656039,-1.242760026192471,2.855739653113474,0.2950697720271478,0.4751639182390466,0,0.10759347600399788,10.0,56.0,-46.0,-1.6009675685360918,-3.102475337758136,-6.868491592987027,-0.22769099403465498,-0.027235262497760315,0.005058233291524772,-0.02902705608313927,0.020852387049570265
2016-03-15,1458014400,2016-03-17,1458187200,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,55.48,56.08,55.275,56.06,1759881.0,0.9690331167316941,-4.552693480627497,0.17502081103579314,-4.185343084790105,1,10.053413885457509,5.217717717717719,21.024494908342973,-13.933872093116555,-1.62557941527524,2.7425013894850148,-0.23021279015340923,0.49389457043564633,0,0.12799850757855163,6.000000000000007,52.00000000000001,-46.0,-1.7918301819479012,-3.1979629167773993,-6.9981725722530115,-0.20367280844578395,-0.010346057795219465,0.0003567606136281043,-0.014002854084909089,0.004479483963447439
2016-03-15,1458014400,2016-03-18,1458273600,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,56.5,57.05,55.69,55.95,2954608.0,1.0071505975002566,-3.7006269156414646,0.7020256181113922,-3.706231754542742,1,9.669026919476615,5.307735742518351,20.984559416993854,-3.7587811175528003,-1.114555092281222,2.725239579508348,-0.13276649041541333,-0.828889684765965,0,0.21165684928476594,2.0,48.0,-46.0,-1.3467381590706111,-2.7212036437093303,-6.548059424775161,-0.20060035282948818,0.009830205540661163,0.01966041108132255,-0.004647006255585451,-0.0019621833749553508
2016-03-15,1458014400,2016-03-21,1458532800,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,55.85,56.36,55.685,56.29,1123625.0,0.6267610954295577,-4.190449139487114,0.10146858530228542,-4.007467282524999,1,10.491801388422338,3.3223201174743067,21.268111100122596,-12.173930945450948,-1.5966142426232466,2.600947907716921,-0.04727132094535591,0.3209384295950016,0,0.13890320228512903,50.0,96.0,-46.0,-1.7818440220287783,-2.993659986502877,-6.833600617249019,-0.18164218067485538,-0.007816663705809135,0.0012435601350151426,-0.010747912595487574,0.006076854334226889
2016-03-15,1458014400,2016-03-22,1458619200,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,56.34,57.0,55.81,56.74,1270179.0,0.07189453165439375,-4.705310111492267,-0.4788802725884267,-4.5569909528845045,1,11.58366410806915,5.132481007967395,21.936019174657226,-14.649432837993729,-2.360995461932376,2.545817576955047,0.40676266874363165,0.369275315940723,0,0.09914619952025461,50.0,88.0,-38.0,-2.3167077899189366,-3.4046270307036934,-7.275534622496281,-0.14628702557056306,-0.0070497003877334485,0.004582305252026853,-0.016390553401480434,0.007994315153668552
2016-03-15,1458014400,2016-03-23,1458705600,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,56.67,56.67,54.95,55.12,1768657.0,2.9994328028411417,-1.8292586373839725,2.5449625060473835,-1.6103713110788505,1,5.745582484511736,0.6206644760861562,20.053589483422197,-13.662264211578304,0.5000069854568636,2.665413074219342,-0.044852581698197724,-0.5293742983083376,0,0.03042267296007356,46.0,88.0,-42.0,0.5850870827285917,-0.5117770895711686,-4.371879496265365,-0.23427708124843716,0.028120464441219184,0.028120464441219184,-0.0030841799709723228,-0.0285512865703208
2016-03-15,1458014400,2016-03-24,1458792000,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,54.65,55.13,54.391,54.84,2119180.0,3.532059864812396,-1.3566404629159763,3.066040602966197,-1.0902686603452452,1,4.800416874455955,-0.21834061135370714,18.089997309710547,-12.647087766305248,0.9079475753271993,2.583917360194086,-0.9846372166951198,-0.6512018453400565,0,0.03329824647620176,42.0,88.0,-46.0,1.08770970094821,-0.0034506532997369277,-3.7313260300457785,-0.30891530696221814,-0.0034646243617798556,0.005288110867979645,-0.008187454412837414,-0.005079825834542695
2016-03-15,1458014400,2016-03-28,1459137600,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,55.1,55.31,54.57,54.93,1365086.0,3.362984853676835,-1.575255015701245,2.8604587657018214,-1.2508101219734158,1,5.058232051292329,-0.5611875452570642,16.559626955247982,-5.316733481871445,0.6912365588062244,2.4916469850323373,-1.7264028789103136,0.42705960499281254,0,0.0595074033921492,38.0,80.0,-42.0,0.8938649189878021,-0.15135752231167032,-3.736545283979183,-0.3469555891124503,0.0030948479883488034,0.006917895503367966,-0.006553795740032786,0.001641137855579844
2016-03-15,1458014400,2016-03-29,1459224000,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,54.65,55.54,54.02,55.26,1216282.0,2.5545809919049134,-1.7384391171310938,2.282090722644469,-1.7955784775002996,1,6.026319723246132,2.3902167871039453,15.647307615529455,2.5782295624912734,0.20565119559337575,2.496329294687117,-2.9345641828670566,0.38502119705535937,0,0.11072837442247192,34.0,80.0,-46.0,0.4080709373869098,-0.6764277142779775,-4.142333634937799,-0.3439558335224173,-0.011038726022439382,0.005066956207021356,-0.022439377488237322,0.006007646095030017
2016-03-15,1458014400,2016-03-30,1459310400,-0.25,0,51.88889806383491,57.58381894072474,54.89,55.09,54.34,54.67,1975085.0,55.74,55.801,54.79,55.1,1660341.0,2.8342790786476826,-1.5130449588654784,2.5462492437991386,-1.441808832425906,1,5.417076669127994,-0.7743562038537722,14.628157232453004,2.560926299439707,0.5255956166285216,2.4558115617284564,-3.8446210928163183,-0.534185193595027,0,0.052510686509199024,30.0,64.0,-34.0,0.6606170598911092,-0.3510573972249773,-3.712452395525588,-0.3458769398502817,0.011615245009074515,0.012722323049001893,-0.005626134301270458,-0.002895403546869235
