start,start_unix,bottom,top,end,end_unix,direction,finished
2018-06-06,1528257600,185.40771674473967,191.33597446072582,2018-06-11,1528689600,-1.0,0
2018-06-06,1528257600,185.40771674473967,191.33597446072582,2018-06-12,1528776000,-1.0,0
2018-06-06,1528257600,185.40771674473967,191.33597446072582,2018-06-13,1528862400,-1.0,1
2018-06-14,1528948800,191.33597446072582,197.339148073262,2018-06-14,1528948800,1.0,0
2018-06-14,1528948800,191.33597446072582,197.339148073262,2018-06-15,1529035200,1.0,0
2018-06-14,1528948800,191.33597446072582,197.339148073262,2018-06-18,1529294400,1.0,0
2018-06-14,1528948800,191.33597446072582,197.339148073262,2018-06-19,1529380800,1.0,1
2018-06-20,1529467200,197.339148073262,203.96250051879633,2018-06-20,1529467200,1.0,0
2018-06-20,1529467200,197.339148073262,203.96250051879633,2018-06-21,1529553600,1.0,0
2018-06-20,1529467200,197.339148073262,203.96250051879633,2018-06-22,1529640000,1.0,1
2018-06-25,1529899200,190.22322485065308,197.339148073262,2018-06-25,1529899200,-1.0,1
2018-06-26,1529985600,197.339148073262,204.31321963711315,2018-06-26,1529985600,1.0,1
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-06-27,1530072000,-1.0,0
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-06-28,1530158400,-1.0,0
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-06-29,1530244800,-1.0,0
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-07-02,1530504000,-1.0,0
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-07-03,1530590400,-1.0,0
2018-06-27,1530072000,190.23065304968594,197.339148073262,2018-07-05,1530763200,-1.0,1
2018-07-06,1530849600,197.339148073262,205.13066433007413,2018-07-06,1530849600,1.0,0
2018-07-06,1530849600,197.339148073262,205.13066433007413,2018-07-09,1531108800,1.0,0
2018-07-06,1530849600,197.339148073262,205.13066433007413,2018-07-10,1531195200,1.0,0
2018-07-06,1530849600,197.339148073262,205.13066433007413,2018-07-11,1531281600,1.0,1
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-12,1531368000,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-13,1531454400,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-16,1531713600,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-17,1531800000,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-18,1531886400,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-19,1531972800,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-20,1532059200,1.0,0
2018-07-12,1531368000,205.13066433007413,212.49980978537428,2018-07-23,1532318400,1.0,1
2018-07-24,1532404800,212.49980978537428,219.22914667709458,2018-07-24,1532404800,1.0,0
2018-07-24,1532404800,212.49980978537428,219.22914667709458,2018-07-25,1532491200,1.0,1
2018-07-26,1532577600,200.5901468532277,212.49980978537428,2018-07-26,1532577600,-1.0,1
2018-07-27,1532664000,188.64531698766302,200.5901468532277,2018-07-27,1532664000,-1.0,1
2018-07-30,1532923200,176.43768925535295,188.64531698766302,2018-07-30,1532923200,-1.0,1
2018-07-31,1533009600,164.5607492182079,176.43768925535295,2018-07-31,1533009600,-1.0,0
2018-07-31,1533009600,164.5607492182079,176.43768925535295,2018-08-01,1533096000,-1.0,0
2018-07-31,1533009600,164.5607492182079,176.43768925535295,2018-08-02,1533182400,-1.0,1
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-03,1533268800,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-06,1533528000,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-07,1533614400,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-08,1533700800,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-09,1533787200,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-10,1533873600,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-13,1534132800,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-14,1534219200,1.0,0
2018-08-03,1533268800,176.43768925535295,187.52641420491844,2018-08-15,1534305600,1.0,1
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-16,1534392000,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-17,1534478400,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-20,1534737600,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-21,1534824000,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-22,1534910400,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-23,1534996800,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-24,1535083200,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-27,1535342400,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-28,1535428800,-1.0,0
2018-08-16,1534392000,166.53694378548565,176.43768925535295,2018-08-29,1535515200,-1.0,1
2018-08-30,1535601600,176.43768925535295,183.93959650689803,2018-08-30,1535601600,1.0,1
2018-08-31,1535688000,169.13220395034682,176.43768925535295,2018-08-31,1535688000,-1.0,0
2018-08-31,1535688000,169.13220395034682,176.43768925535295,2018-09-04,1536033600,-1.0,1
2018-09-05,1536120000,161.43707631490784,169.13220395034682,2018-09-05,1536120000,-1.0,0
2018-09-05,1536120000,161.43707631490784,169.13220395034682,2018-09-06,1536206400,-1.0,0
2018-09-05,1536120000,161.43707631490784,169.13220395034682,2018-09-07,1536292800,-1.0,0
2018-09-05,1536120000,161.43707631490784,169.13220395034682,2018-09-10,1536552000,-1.0,0
2018-09-05,1536120000,161.43707631490784,169.13220395034682,2018-09-11,1536638400,-1.0,1
2018-09-12,1536724800,153.73208487691875,161.43707631490784,2018-09-12,1536724800,-1.0,0
2018-09-12,1536724800,153.73208487691875,161.43707631490784,2018-09-13,1536811200,-1.0,0
2018-09-12,1536724800,153.73208487691875,161.43707631490784,2018-09-14,1536897600,-1.0,0
2018-09-12,1536724800,153.73208487691875,161.43707631490784,2018-09-17,1537156800,-1.0,0
2018-09-12,1536724800,153.73208487691875,161.43707631490784,2018-09-18,1537243200,-1.0,1
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-19,1537329600,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-20,1537416000,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-21,1537502400,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-24,1537761600,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-25,1537848000,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-26,1537934400,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-27,1538020800,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-09-28,1538107200,1.0,0
2018-09-19,1537329600,161.43707631490784,168.37667686078396,2018-10-01,1538366400,1.0,1
2018-10-02,1538452800,153.81463382155678,161.43707631490784,2018-10-02,1538452800,-1.0,1
2018-10-03,1538539200,161.43707631490784,169.06920148730524,2018-10-03,1538539200,1.0,1
2018-10-04,1538625600,153.7008172262531,161.43707631490784,2018-10-04,1538625600,-1.0,0
2018-10-04,1538625600,153.7008172262531,161.43707631490784,2018-10-05,1538712000,-1.0,0
2018-10-04,1538625600,153.7008172262531,161.43707631490784,2018-10-08,1538971200,-1.0,0
2018-10-04,1538625600,153.7008172262531,161.43707631490784,2018-10-09,1539057600,-1.0,1
2018-10-10,1539144000,145.794242626319,153.7008172262531,2018-10-10,1539144000,-1.0,0
2018-10-10,1539144000,145.794242626319,153.7008172262531,2018-10-11,1539230400,-1.0,0
2018-10-10,1539144000,145.794242626319,153.7008172262531,2018-10-12,1539316800,-1.0,0
2018-10-10,1539144000,145.794242626319,153.7008172262531,2018-10-15,1539576000,-1.0,1
2018-10-16,1539662400,153.7008172262531,161.89073645648836,2018-10-16,1539662400,1.0,0
2018-10-16,1539662400,153.7008172262531,161.89073645648836,2018-10-17,1539748800,1.0,0
2018-10-16,1539662400,153.7008172262531,161.89073645648836,2018-10-18,1539835200,1.0,1
