unix,date,open,high,low,close,volume_base,rel_open,rel_high,rel_low,rel_close,bb_bbm,bb_bbh,bb_bbl,kch_high,kch_low,kch_mid,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff
1458014400,2016-03-15,5.036,5.096,5.014,5.06,5357072.0,-0.004743083003952542,0.007114624505929035,-0.009090909090908927,1.0,-4.812252964426875,3.824056403082281,-13.448562331936046,-3.0111989459815476,-7.4519104084321555,-5.231554677206844,0,20.599340985791798,13.938302184192745,45.32610371248841,20.74285109419995,-3.141037881424296,2.316814355771426,0.2521753550696353,0.5868342010986929,0,0.5407435121199652,46.0,92.0,-46.0,-4.812252964426875,-4.414856080788496,-7.953511694662836,0.013895406790772197
1458100800,2016-03-16,5.053,5.139,5.048,5.119,4467656.0,-0.01289314319202961,0.003907013088493949,-0.013869896464153153,0.011660079051383443,-5.2959562414534105,3.086703092604438,-13.67861557551123,-3.498079051898145,-7.934492413882893,-5.716285732890512,0,22.422711600067927,13.983522600757073,46.50418729388042,18.76247675760446,-3.61056391062381,2.2535100092462867,-0.33665438478743326,0.5868342010986929,0,0.4847526221127326,50.0,96.0,-46.0,-5.2959562414534105,-4.991155858259205,-8.660904548509038,0.012005192536466869
1458187200,2016-03-17,5.109,5.159,5.091,5.093,9484104.0,0.003141566856469602,0.012958963282937441,-0.00039269585705870025,-0.005079117015041934,-4.199882191242878,3.740491157003973,-12.14025553948973,-2.3738464559198746,-6.836834871392114,-4.605340663655994,0,20.39748890641006,13.962855224882514,46.69072474674419,19.52461158435503,-2.5311105924379973,2.198596541265499,-0.7052062363165312,-1.265050062460028,-1,0.32570455945320065,46.0,92.0,-46.0,-4.199882191242878,-4.0769759607505165,-7.873256830047666,0.007068257061007305
1458273600,2016-03-18,5.083,5.215,5.083,5.208,16003976.0,-0.02400153609831024,0.0013440860215052641,-0.02400153609831024,0.022580011780875653,-5.6346006144393215,1.833048098822701,-13.102249327701358,-3.823284690220177,-8.253008192524334,-6.038146441372234,0,23.807639309005992,15.759057568348533,48.1172595657077,29.46086536576182,-3.7467356187509893,2.1775136932281023,-0.5695169794451189,2.1109196724691914,1,0.5033990112495857,50.0,96.0,-46.0,-5.6346006144393215,-5.605083139436999,-9.519014317099646,0.009462678675135422
1458532800,2016-03-21,5.058,5.191,4.994,5.173,12500200.0,-0.02223081384109804,0.0034796056446935175,-0.03460274502223082,-0.006720430107526876,-4.370771312584566,2.605440283152788,-11.346982908321934,-2.465365036406979,-7.182163799213868,-4.823764417810423,0,21.180677860687524,14.295183384887325,48.174835936337004,18.378049955025958,-2.623835594235075,2.3311478153919456,-1.5661487694821048,-1.6564814213288548,0,0.5056367288388985,46.0,92.0,-46.0,-4.370771312584566,-4.493424528583134,-8.557541615436463,0.006732516411969147
1458619200,2016-03-22,5.148,5.186,5.124,5.14,5382648.0,0.0015564202334630295,0.00894941634241242,-0.003112840466926059,-0.006379277015271634,-3.1303501945525056,2.798938093107651,-9.059638482212662,-1.2626459143968845,-5.9007782101167265,-3.5817120622567984,0,18.752053488937264,14.323843416370089,47.185287334269276,17.918866788157857,-1.7328228849444685,2.26469371091291,-2.4915925745164493,-0.7230921987126585,0,0.4328882730642986,42.0,84.0,-42.0,-3.1303501945525056,-3.51070239615386,-7.6578926377355145,0.001045774432300195
1458705600,2016-03-23,5.124,5.136,5.075,5.085,4833464.0,0.007669616519174083,0.010029498525073732,-0.001966568338249708,-0.010700389105058328,-1.6017699115044195,3.349164598052397,-6.552704421061236,0.20026220911175585,-4.1694526384792,-1.9845952146837078,0,14.869107948298108,10.639686684073105,44.65925532580882,12.573904811103233,-0.5023082977861293,2.2169803871779825,-3.932250798620114,-0.6556997846266219,0,0.34262157164809565,38.0,84.0,-46.0,-1.6017699115044195,-2.232103722511468,-6.397967261418884,-0.007602358159192468
1458792000,2016-03-24,5.054,5.088,5.03,5.084,8505480.0,-0.005900865460267357,0.0007867820613691734,-0.010621557828481398,-0.0001966568338250818,-1.2647521636506553,3.214797220342547,-5.744301547643843,0.48518227117754975,-3.720167846839743,-1.6174927878310967,0,14.799066022781503,6.784289014912822,42.57874791263628,13.46731779786841,-0.20344946830253718,2.14051770954255,-5.107765187180323,-1.151376028558687,0,0.37246980487570974,34.0,72.0,-38.0,-1.2647521636506553,-2.002123385695981,-6.129377488358074,-0.014189802455501221
1459137600,2016-03-28,5.119,5.151,4.983,5.053,4948992.0,0.013061547595487832,0.019394419156936404,-0.013853156540668987,-0.0060975609756096505,-0.422521274490407,3.6838290011449004,-4.5288715501257,1.4529322514677574,-2.9563295731908568,-0.7516986608615497,0,12.593659853850987,4.964686331533026,39.89604512288052,7.8438436685960085,0.5670862089956188,2.2373002807255413,-6.163974018781545,-0.6748104157364658,0,0.3205760428381081,30.0,72.0,-42.0,-0.422521274490407,-1.2674894740954556,-5.335700408570361,-0.02102251101973926
1459224000,2016-03-29,5.053,5.17,4.984,5.163,5295936.0,-0.02130544257214806,0.0013558008909548835,-0.0346697656401318,0.02176924599247987,-2.1140809606817896,0.9473141670367937,-5.175476088400359,-0.276647943701974,-4.760475175931305,-2.5185615598166464,1,16.812574923968327,9.40877304513668,39.196266703416924,7.120642346316167,-1.3860455203919884,2.290556682722947,-6.946262203237502,0.7246400766665331,0,0.38838654890509555,26.0,72.0,-46.0,-2.1140809606817896,-3.049978896908229,-7.064229316671771,-0.018604559448782587
1459310400,2016-03-30,5.186,5.223,5.153,5.201,3377056.0,-0.002884060757546547,0.004229955777734995,-0.009228994424149262,0.007360061979469146,-2.5629686598730927,0.4876618204324785,-5.613599140178636,-0.8133051336281341,-5.00672947510094,-2.9100173043645157,1,18.120070484088586,5.625507717302989,39.15344244013709,6.17910150156893,-1.9251066716512781,2.2075407749564855,-7.140691469566427,0.46835634518377,0,0.36097738859327844,22.0,68.0,-46.0,-2.5629686598730927,-3.4003880192454403,-7.439588096319483,-0.015067694577551805
1459396800,2016-03-31,5.186,5.225,5.071,5.096,14475240.0,0.017660910518053408,0.025313971742543018,-0.004905808477237095,-0.020188425302826274,-0.4012951334379835,2.49437817406006,-3.296968440936027,1.53093929879644,-2.9451203558346464,-0.7070905285190889,1,11.116677474002202,3.1787811297833577,35.90425825746193,1.1083090772942086,0.3366626320610635,2.307950975795201,-8.299249743292936,-1.9746762386797474,0,0.19120602609889595,18.0,56.0,-38.0,-0.4012951334379835,-1.2757245988806858,-5.315478448144347,-0.02010650842970682
1459483200,2016-04-01,5.08,5.158,5.049,5.149,5210192.0,-0.013400660322392732,0.0017479122159642646,-0.019421246844047335,0.01040031397174257,-1.2682074189162904,1.5451557664181763,-4.081570604250771,0.6642066420664321,-3.8085065061176806,-1.5721499320256527,1,13.130686559799486,3.269153630164466,34.12017098608491,-3.699883150172674,-0.6185944007925315,2.2722461538229406,-9.36849499228848,0.7170832385974204,0,0.20262500055397473,14.0,56.0,-42.0,-1.2682074189162904,-2.0736412855202957,-6.0434206924452525,-0.020127230935768625
1459742400,2016-04-04,5.169,5.221,5.084,5.086,4354088.0,0.01631930790405023,0.026543452615021668,-0.00039323633503751676,-0.012235385511749852,0.08356272119543462,2.684662054135842,-2.5175366117449585,2.0746493642679127,-2.380718311705337,-0.15303447371870504,1,9.288241208930692,2.643794147325938,30.905254397858545,-3.3896705012957185,0.6652780127823377,2.3284835233757404,-9.934462783219344,-0.6164392001966948,0,0.15266087311875606,10.0,56.0,-46.0,0.08356272119543462,-0.7786678707538641,-4.688229450026725,-0.024358599666900377
1459828800,2016-04-05,5.036,5.091,4.998,5.065,4662624.0,-0.005725567620928129,0.005133267522211105,-0.013228035538006,-0.004128981517892205,0.5735439289239963,3.03320157880664,-1.8861137209586758,2.5281342546890357,-1.8035538005923115,0.3622902270483621,1,8.04854949273426,1.5233513730206558,27.792565350376496,-3.0786192706169544,1.086270812738377,2.302279983056793,-10.637690567873795,-0.6657418158412212,0,0.16723338386153944,6.000000000000007,52.00000000000001,-46.0,0.5735439289239963,-0.33230659542545027,-4.124702065923245,-0.028271444481020258
1459915200,2016-04-06,5.078,5.123,5.026,5.114,4073208.0,-0.0070394994133750055,0.0017598748533438346,-0.01720766523269457,0.00967423494570574,-0.24344935471253848,1.8979406415789981,-2.384839351004075,1.6917611784643611,-2.655129709294741,-0.48168426541519693,1,10.097800457221261,3.0217566478646143,26.096705929736824,-3.286853021535677,0.10798436130502864,2.2528301229729952,-11.63559292991553,0.5834097499488837,0,0.17576303658993483,2.0,48.0,-46.0,-0.24344935471253848,-1.1646788946381292,-4.8455573022581575,-0.02724785407603117
1460001600,2016-04-07,5.101,5.109,5.028,5.058,3971768.0,0.008501383946223795,0.010083036773428367,-0.005931198102016699,-0.010950332420805675,0.9005535784895216,2.9703245484535614,-1.169217391474504,2.882891788585738,-1.5022406748385464,0.6903255568735887,1,6.762187644555404,0.797130330809088,23.23300843523546,-10.343108302430672,1.182437930512819,2.2365227960725687,-12.562216551811428,-0.5699474120763723,0,0.26660144471701575,-2.0,40.0,-42.0,0.9005535784895216,-0.06371038314041755,-3.6433404745875606,-0.029822611340519903
1460088000,2016-04-08,5.096,5.098,5.036,5.068,2848520.0,0.005524861878453136,0.005919494869771169,-0.006314127861089203,0.0019770660340054924,0.7576953433306954,2.6775513851443122,-1.1621606984829214,2.6275980005262056,-1.4035780057879492,0.6120099973691282,1,7.208626158336521,1.1374975054879164,21.11924289916021,-19.899329562308893,0.7589893662593568,2.1600563751966924,-13.422652772143334,0.4130871542024363,0,0.1397953416452693,-6.0,40.0,-46.0,0.7576953433306954,-0.23605343744654306,-3.683135977771826,-0.03023783260656654
1460347200,2016-04-11,5.104,5.175,5.088,5.115,6231104.0,-0.0021505376344086446,0.011730205278592365,-0.005278592375366542,0.009273875295974898,-0.10459433040078636,1.729735208156427,-1.9389238689579855,1.783968719452588,-2.2277614858259938,-0.22189638318671712,1,9.288282697877769,1.287128712871295,20.23381471821987,-9.47966458614691,-0.17663681531135467,2.1367567968643884,-13.40846003353249,0.9048744475202724,0,-0.009916611461169865,-10.0,32.0,-42.0,-0.10459433040078636,-1.0429647404794764,-4.389015481693733,-0.026847560262817982
1460433600,2016-04-12,5.129,5.22,5.116,5.201,7061984.0,-0.013843491636223781,0.0036531436262257078,-0.016343010959430915,0.01681329423264888,-1.6237262064987448,0.28417583902331955,-3.531628252020795,0.2618086265461699,-3.7739537268473953,-1.7560725501505914,1,12.773020996426467,2.7256567252617008,21.029123625511208,-8.188951218453425,-1.7601244859174017,2.0955261791344726,-12.948648137432889,1.021564804514814,0,0.07903560784089746,-14.0,32.0,-46.0,-1.6237262064987448,-2.4240807931029593,-5.735853569842547,-0.018699722018099524
1460520000,2016-04-13,5.235,5.265,5.203,5.264,3821552.0,-0.00550911854103342,0.00018996960486306058,-0.011588145896656576,0.01211305518169592,-2.6073328267477365,-0.42978473781761295,-4.784880915677874,-0.7791919959473148,-4.72866008105369,-2.7539260385005093,1,15.078006838380432,4.031620553359697,22.73646488801391,-2.743721707848671,-2.799406448081214,2.0094009383117,-12.106472169493895,0.5524078589579674,0,0.1681677234675431,50.0,92.0,-42.0,-2.6073328267477365,-3.2497941081708746,-6.594837842022798,-0.009422242599236505
1460606400,2016-04-14,5.274,5.318,5.259,5.271,4282760.0,0.0005691519635742104,0.008916714095996925,-0.0022766078542970636,0.0013297872340425343,-2.5924871940808316,-0.11468092674788011,-5.070293461413783,-0.769936128501854,-4.653449693290341,-2.7116929108961045,1,15.329085411102483,2.969329947255326,24.207477367875903,5.691829912879427,-2.6410670164928547,1.9433466814449174,-10.87553625509648,0.618631322587302,0,0.0453666442295376,50.0,96.0,-46.0,-2.5924871940808316,-3.0565394433406397,-6.455396318070356,-0.003475380755632071
1460692800,2016-04-15,5.27,5.278,5.234,5.271,4653912.0,-0.00018971732119144047,0.0013280212483399723,-0.007019540884082742,0.0,-2.4236387782204503,0.268312297127423,-5.1155898535683235,-0.6535761715044686,-4.491557579206997,-2.5725668753557187,1,15.329085411102483,3.4949931278225,25.396848407417348,5.774742348066638,-2.399817401252463,1.8641616480018706,-10.106487121248051,0.6765509282744998,0,0.09934058973683121,46.0,92.0,-46.0,-2.4236387782204503,-2.7654404487367685,-6.202243521283279,-0.0003666323589646969
