start,start_unix,end,end_unix,direction,finished,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-17,1458187200,-0.25,0,40.916906383814,45.273093616185996,43.32,43.38,42.81,42.91,3678905.0,42.84,43.66,42.61,43.4,6029108.0,3.205377699047901,-5.410446823471844,1.0794930875575943,-3.5610599078340925,0,1.1442805574693793,3.2841504045692416,5.605249696456693,-3.1392187839324066,-0.38445186988712976,2.7266386429004648,-8.773895304886874,1.5546445554942907,0,0.06515497216535547,14.0,60.0,-46.0,-1.1025345622119715,-0.9705260501359163,0.12032051731840454,0.04093131086777388,-0.012903225806451535,0.005990783410138256,-0.018202764976958496,0.009771986970684043
2016-03-15,1458014400,2016-03-18,1458273600,-0.25,1,40.916906383814,45.273093616185996,43.32,43.38,42.81,42.91,3678905.0,43.67,44.76,43.56,44.65,7427850.0,0.8549814894607266,-8.111420459225556,-1.5722284434490348,-5.986562150055974,0,5.848855904655011,5.108286252354053,7.6730395183629065,7.197100946930192,-2.5787660980599014,2.6785626656925974,-9.454974079237328,1.8676988078424839,1,0.1897542919228073,50.0,68.0,-18.0,-3.6282194848824076,-3.3864403358844726,-2.577399990282018,0.11301471913981592,-0.021948488241881225,0.00246360582306826,-0.024412094064949486,0.02880184331797242
2016-03-15,1458014400,2016-03-21,1458532800,0.75,1,40.916906383814,47.38604229264976,43.32,43.38,42.81,42.91,3678905.0,44.6,45.57,44.31,45.32,4706494.0,0.1409456352339049,-9.726117744677836,-2.7986172403648197,-7.136657840541332,0,8.124012338658382,5.493482309124766,10.352145330101834,8.7537965586314,-3.6622978343855266,2.649053869785127,-9.499167993572494,1.1756296109705893,0,0.19154336119432236,50.0,72.0,-21.999999999999996,-4.792586054721966,-4.356204197608122,-3.8601165432473437,0.19298763519630885,-0.015887025595763382,0.005516328331862219,-0.022285966460723672,0.015005599104143341
2016-03-17,1458187200,2016-03-22,1458619200,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.85,45.21,44.56,44.88,3292663.0,1.5762969720649664,-8.666314797376913,-1.6050207961972802,-5.883095662507429,0,6.124713531727409,6.704707560627675,11.699771804495695,3.4340488961389397,-2.5431719293775927,2.6049092467573933,-9.540205199740862,-0.8177541799388368,0,0.1584747731525343,46.0,72.0,-26.0,-3.545008912655973,-3.0929465988417633,-2.803154208721523,0.20243576478267078,-0.0006684491978610207,0.007352941176470562,-0.007130124777183555,-0.009708737864077666
2016-03-17,1458187200,2016-03-23,1458705600,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.81,45.41,44.56,45.09,5852433.0,1.26364410021462,-8.338383510283393,-1.6241590892289537,-5.78694462926002,0,6.87003602631107,10.056138638027837,13.104612242965233,6.152660721588745,-2.7226063954075954,2.5422302235657774,-9.428515908613875,1.4356832401171535,0,0.14403475960700532,42.0,72.0,-30.0,-3.5373697050343935,-3.2067266776123375,-3.1281543594656824,0.20820512736150953,-0.006209802616988225,0.007096917276557813,-0.011754269239299231,0.004679144385026701
2016-03-17,1458187200,2016-03-24,1458792000,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.41,44.61,43.88,44.42,3317249.0,2.6927327570990087,-6.175398223105304,0.20598829356144677,-3.9925709140027124,0,3.8007023009637493,7.320608842715634,12.953769589397504,0.5318469774998604,-1.2828761419590933,2.590819917263061,-10.016809534942041,-0.811665322866408,0,0.1880739963130055,38.0,72.0,-34.0,-1.7413327330031478,-1.5804065221342398,-1.6016348065025738,0.15473218476940948,-0.0002251238181000259,0.004277352543899049,-0.012156686177397513,-0.014859170547793288
2016-03-17,1458187200,2016-03-28,1459137600,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.07,44.71,43.8,44.16,3718257.0,3.1885978393646894,-5.00245653501689,1.0450634057971087,-3.148777173913018,0,2.6401815080237654,5.393794749403337,12.322198373056331,-0.32085361481963304,-0.6785614484109033,2.567117736514505,-10.477423959811876,-0.9041183366792478,0,0.1561070537684293,34.0,72.0,-38.0,-0.9069293478260931,-0.9056153991447218,-0.9822065426689619,0.0927430292379155,-0.0020380434782607537,0.012454710144927716,-0.008152173913043459,-0.005853219270598897
2016-03-17,1458187200,2016-03-29,1459224000,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,43.73,44.34,43.1,44.22,2288816.0,2.5836493601518526,-4.0332196903191715,1.2019448213478086,-3.03821800090455,1,2.887046557909521,6.760019314340891,11.895942796764224,0.7045424560119784,-0.7576609266312175,2.5808149999648626,-11.43527063277166,0.5608346506002744,0,0.22341627996397048,30.0,72.0,-42.0,-0.7247851650836594,-0.9410173639361403,-1.0727724147927091,0.04887592268569263,-0.011080958842152877,0.0027137042062417294,-0.025327905924920846,0.0013586956521740579
2016-03-17,1458187200,2016-03-30,1459310400,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.53,45.55,44.12,44.5,3689455.0,2.0513337901039534,-4.458075363137667,0.7823970037453165,-3.433333333333337,1,4.0632779255087215,3.0092592592592524,11.990546217325912,6.965870912941341,-1.185635113767404,2.610926662728413,-11.458272365701978,0.9086037905929943,0,0.24843006428793513,26.0,72.0,-46.0,-1.2033707865168566,-1.4153279495258175,-1.6287560312511715,0.03259543948916854,0.000674157303370837,0.02359550561797752,-0.008539325842696677,0.006331976481230184
2016-03-17,1458187200,2016-03-31,1459396800,0.25,0,43.095,47.38604229264976,42.84,43.66,42.61,43.4,6029108.0,44.41,45.03,44.3,44.5,2807282.0,2.170219659158775,-4.379208423203693,0.9104868913857729,-3.302996254681645,1,4.0632779255087215,2.01742320036681,12.069703342480805,8.640964179797933,-0.9203700253264202,2.5416068609765445,-11.479631117708703,0.69956002568022,0,0.256296280476921,22.0,68.0,-46.0,-1.1044943820224518,-1.2805348114757322,-1.5648832457119255,0.016515929732757173,-0.0020224719101124,0.01191011235955064,-0.004494382022471988,0.0
