unix,date,open,high,low,close,volume_base,bb_bbm,bb_bbh,bb_bbl,kch_high,kch_low,kch_mid,kch_mid_squeeze,kch_tr_squeeze,kch_high_squeeze,kch_low_squeeze,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,sma_volume,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,macd,macd_signal
1458014400,2016-03-15,117.06,118.68,117.03,118.46,313797.0,113.9155,120.345786074507,107.48521392549299,116.1425,111.2295,113.68599999999999,113.9155,1.6500000000000057,117.73075,110.10024999999999,0,67.25795029139937,10.959160734357425,28.20693039920717,67.31599841489577,115.65481908806132,2.6327105989966424,25.80918146704759,5411293.0,483263.9,0,0.3413244157273507,100.0,96.0,4.0,113.9155,113.89147567769722,110.913436229857,0.2411470040773791,2.6615900549881673,2.420443050910788
1458100800,2016-03-16,116.7,118.43,115.24,118.01,465419.0,114.33300000000001,120.68772139436489,107.97827860563514,116.58833333333332,111.61733333333332,114.10283333333334,114.33300000000001,3.219999999999999,118.16100000000002,110.50500000000001,0,65.78051850706171,7.614444647091016,29.257095817152724,59.01777779295711,115.89819381159704,2.6746598419254535,25.756365888970585,4945874.0,483198.96,0,0.36419385494533624,96.0,92.0,4.0,114.33300000000001,114.2837160893451,111.19173284829398,0.19082996832427357,2.6589805113161304,2.468150542991857
1458187200,2016-03-17,118.02,118.77,116.43,117.96,393072.0,114.8255,120.68196130355173,108.96903869644828,116.93149999999999,112.1695,114.55049999999999,114.8255,2.339999999999989,118.49675,111.15425,0,65.61194837396025,9.111090555915267,30.078831523046762,56.04559489057792,115.89463932845987,2.650755567502206,25.83064332610763,4552802.0,486026.24,0,0.2813109036220123,92.0,88.0,4.0,114.8255,114.63383836655034,111.45715508953735,0.12359606228317865,2.62264562084583,2.4990495585626515
1458273600,2016-03-18,117.35,119.35,117.18,118.38,809684.0,115.338,120.51568905980251,110.16031094019748,117.451,112.68699999999998,115.069,115.338,2.1699999999999875,119.01074999999999,111.66525,0,66.37387961578642,9.479330435586794,31.067840691109065,68.33509661531589,116.1922860729868,2.6164158841091902,26.111959368470696,5362486.0,495392.44,1,0.39566100256191955,88.0,84.0,4.0,115.338,114.99061566497411,111.72863920367314,0.07899610370069032,2.5977946881885146,2.5187985844878242
1458532800,2016-03-21,118.27,118.87,117.47,118.29,270738.0,115.83899999999998,120.02898758948027,111.6490124105197,117.88233333333332,113.22333333333333,115.55283333333334,115.83899999999998,1.4000000000000057,119.43299999999998,112.24499999999999,0,66.04380667491213,9.254641174840685,31.78769963324097,72.20775306216788,116.34843513238393,2.5295290352442485,26.37318140780783,5091748.0,493319.36,0,0.47269250194932416,84.0,80.0,4.0,115.83899999999998,115.30484274450039,111.98594747019577,0.01819361177306389,2.541540599204154,2.5233469874310903
1458619200,2016-03-22,117.54,119.1,117.54,118.31,233556.0,116.25300000000001,119.62089014072592,112.88510985927411,118.27633333333333,113.70633333333335,115.99133333333332,116.25300000000001,1.559999999999988,119.78025000000001,112.72575000000002,1,66.08326064347963,7.5252203944378815,32.42050442240666,79.2427661348026,116.61510394614538,2.4602769612982303,26.707719378927383,5325304.0,491535.68,0,0.4142596972694061,80.0,72.0,8.0,116.25300000000001,115.59104819740512,112.2339495301881,-0.04259847096335001,2.470098898726903,2.512697369690253
1458705600,2016-03-23,117.68,118.71,116.97,117.64,274336.0,116.492,119.52456722926281,113.4594327707372,118.43799999999999,114.15600000000002,116.297,116.492,1.7399999999999949,119.80325,113.18075,1,63.48223227875361,4.235335814283184,31.96569817274637,73.6970147625598,116.82985615852772,2.4088286069197844,26.58166192969881,5050968.0,490057.78,0,0.37591518501489735,76.0,72.0,4.0,116.492,115.78618646431892,112.44595150939641,-0.1441343054912707,2.3325294878261644,2.476663793317435
1458792000,2016-03-24,117.08,118.79,116.54,118.48,519956.0,116.68050000000001,119.71524199891833,113.64575800108169,118.60683333333334,114.34383333333332,116.47533333333334,116.68050000000001,2.25,119.9685,113.39250000000001,1,65.28544161631365,3.2865486879958246,32.24376828415917,74.00802316315558,117.13843977551308,2.3974837064255143,26.138727981095577,5570924.0,492725.84,0,0.3556791856436373,100.0,96.0,4.0,116.68050000000001,116.04274013438378,112.6825808619691,-0.16919167447620698,2.2651742002221766,2.4343658746983836
1459137600,2016-03-28,117.62,119.26,116.2,119.25,341258.0,116.775,120.00022247294645,113.54977752705356,118.742,114.351,116.5465,116.775,3.0600000000000023,120.08850000000001,113.4615,1,66.86424007789616,1.6104294478527612,33.10366259792917,73.90840026408947,117.38626443451614,2.444806298823692,25.96180271367619,5912182.0,489739.06,0,0.37421375613035723,100.0,96.0,4.0,116.775,116.34819345491866,112.94012671051934,-0.14908188862252514,2.2480135139202275,2.3970954025427527
1459224000,2016-03-29,119.11,120.71,117.74,120.64,399589.0,117.04749999999999,120.59577211470578,113.49922788529419,118.90816666666667,114.53216666666665,116.72016666666666,117.04749999999999,2.969999999999999,120.34974999999999,113.74524999999998,0,69.50005311954988,4.731313482073099,34.95276011874266,80.93077815254341,117.75561293850744,2.4823201346219994,26.454190794930117,6311771.0,488061.0,0,0.4429830343789977,100.0,96.0,4.0,117.04749999999999,116.75693693540259,113.2420825257931,-0.061809654006213854,2.3198333350349856,2.3816429890411994
1459310400,2016-03-30,121.67,121.67,119.4,120.99,256794.0,117.33300000000001,121.17331821598144,113.49268178401859,119.14066666666668,114.80266666666667,116.97166666666665,117.33300000000001,2.269999999999996,120.60675,114.05925000000002,0,70.12982756766004,4.953157529493401,36.75924049838988,80.99363201226267,118.01906962281693,2.4671544107204277,27.290664342191487,6568565.0,484152.8,0,0.4494005481193306,100.0,96.0,4.0,117.33300000000001,117.1600857986976,113.5459224267424,-0.003245746073539557,2.377585806449275,2.3808315525228148
1459396800,2016-03-31,120.66,121.86,120.34,120.85,269806.0,117.62250000000002,121.60412717993522,113.64087282006481,119.4125,115.2175,117.31500000000001,117.62250000000002,1.519999999999996,120.78075000000001,114.46425000000002,0,69.5253702364708,5.032157135407607,38.014008532703876,81.1128909751383,118.28999837678242,2.399500524240397,28.140598737143375,6298759.0,479085.92,0,0.42297388061352065,96.0,72.0,24.0,117.62250000000002,117.51150619882164,113.83235684137995,0.0029910644816304455,2.384570383124853,2.3815793186432224
1459483200,2016-04-01,120.51,122.87,119.59,122.87,392455.0,118.0375,122.37433698102646,113.70066301897353,119.8735,115.50150000000001,117.6875,118.0375,3.280000000000001,121.321,114.75399999999999,0,73.05292839821881,7.244479357597985,40.65585901000365,81.41217226304887,118.6628481373306,2.4623933439375114,29.306257122789216,6691214.0,477352.8,0,0.44630506663267083,100.0,80.0,20.0,118.0375,118.021838941791,114.18677422014936,0.11394265683496485,2.5240076396869284,2.4100649828519636
1459742400,2016-04-04,122.74,122.86,121.25,122.4,427274.0,118.401,122.91710407320278,113.88489592679721,120.25033333333333,115.88333333333333,118.06683333333334,118.401,1.6200000000000045,121.6815,115.12049999999999,0,71.0389484044381,6.314600885955017,41.92009524071497,81.38970497943687,118.9977348858941,2.402222390799118,30.38865419517464,6263940.0,475886.88,0,0.4557457623166642,96.0,80.0,16.0,118.401,118.43880666162043,114.5088615056337,0.12554549867784282,2.5669968561992675,2.4414513575214247
1459828800,2016-04-05,122.2,123.36,121.1,122.5,372481.0,118.7805,123.33484506817378,114.22615493182623,120.68816666666669,116.21316666666667,118.45066666666666,118.7805,2.260000000000005,122.13975,115.42125,0,71.21666873611818,6.605169262901405,43.02609393380151,81.63456041660942,119.28020207068458,2.3920636485991813,31.581776186102378,6636421.0,471317.24,0,0.42481137809487496,92.0,80.0,12.0,118.7805,118.82558697956135,114.82223948580493,0.11036015305301561,2.5794015488376942,2.4690413957846786
