start,start_unix,end,end_unix,direction,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-04-05,1459828800,0.25,98.725,104.04521432369135,98.65,99.1,98.35,98.98,26608307.0,101.56,101.95,101.24,101.37,20298887.0,1.8388945855792684,-4.603025985401715,-0.4728552168623281,-2.516852454703894,0,9.770210438291429,3.979895373884511,30.02342692793948,25.047879505703605,-0.7241558234386218,1.2482465760061687,0.8270128069541052,-0.5475740295561125,0,0.25908783990506307,42.0,68.0,-26.0,-1.382065699911223,-1.2614823159074717,-2.8232841320944573,0.07637249559154524,0.0018743217914569676,0.00572161388971093,-0.0012824306994180246,-0.0096717467760844
2016-03-30,1459310400,2016-04-06,1459915200,-0.25,99.37484782267902,104.04521432369135,101.93,102.45,101.6,101.82,24125677.0,101.48,103.08,101.47,103.04,25291317.0,0.39397918935104315,-5.737535089972184,-1.793478260869577,-3.848020186335404,0,14.296629558455862,6.578402978899462,30.926951037174504,24.601311262639655,-2.087754138976422,1.2588397157322317,1.668766849296567,0.6874034184617813,0,0.2761292028110111,50.0,80.0,-30.0,-2.6717779503105703,-2.5892176800998357,-4.225775505238843,0.10817648429934024,-0.015139751552795011,0.0003881987577638579,-0.015236801242236142,0.01647430206175393
2016-04-05,1459828800,2016-04-11,1460347200,0.25,99.23759216517462,103.98726861761732,101.56,101.95,101.24,101.37,20298887.0,101.93,102.43,101.1,101.11,26108261.0,2.019324399685729,-2.575154683535004,0.6896779085484326,-1.4040813635314748,0,6.40013340705103,2.2862923621649016,24.298431985001223,-0.7376428494621976,0.24328056339086856,1.323323950169812,2.676924518336353,-0.7337245860246875,0,-7.053061668463435e-06,38.0,80.0,-42.0,-0.2779151419246517,-0.4743055749751477,-2.0965699413585384,-0.1422066984168855,0.00810997923054102,0.013055088517456293,-9.890218573838094e-05,-0.0036460386283011514
2016-04-06,1459915200,2016-04-21,1461211200,-0.25,99.23759216517462,104.09200917696806,101.48,103.08,101.47,103.04,25291317.0,102.95,103.39,102.55,103.02,20355233.0,1.2003504818481048,-2.9776752731507514,0.11987963502235743,-2.041836536594829,0,10.248605491315146,3.185096153846146,24.3893193725584,-4.904141883754811,-0.567446266090812,1.1977972598866797,4.748534220454399,0.683503579998659,0,0.026911519572725858,38.0,60.0,-21.999999999999996,-0.8886623956513233,-1.0352769005601488,-2.8415008510719986,-0.08943498841432174,-0.0006794797126771224,0.00359153562415071,-0.004562220927975091,9.707795359670257e-05
2016-04-07,1460001600,2016-04-27,1461729600,0.25,99.23759216517462,104.09200917696806,102.45,102.62,101.12,101.56,28904129.0,99.94,100.39,99.33,100.16,33476857.0,3.8780926915893588,0.13848079083875575,3.068257454739083,0.8398229499467504,1,-2.0444015999802687,-1.6303280298566065,10.4401560447826,-18.993625840197424,1.903999418694525,1.2772056957753493,-1.182138985266569,-1.2242596355596707,0,0.12303331479889364,22.0,60.0,-38.0,2.00828674121405,1.463775398850359,0.06603820457851839,-0.4479117459913665,-0.0021964856230032304,0.0022963258785941854,-0.00828674121405748,-0.008022184807368493
2016-04-12,1460433600,2016-04-29,1461902400,-0.75,96.87837719781457,104.09200917696806,101.17,102.15,100.57,101.96,28903084.0,98.9,99.15,97.65,98.43,67877753.0,6.275478874449078,0.6116490337089999,4.631887297233206,2.251515459378922,0,-8.095288554903583,-4.204379562043789,-0.7263062620487191,-22.532104339639076,2.9221349691187015,1.3709790600497795,-0.658322016571919,-2.4531081563008215,0,0.14538659126603257,14.0,-36.0,50.0,3.443563954079025,2.7035762967371255,1.7043833560055788,-0.6492320348826234,0.004774966981611284,0.007314843035659768,-0.007924413288631471,-0.005255179383527042
2016-04-22,1461297600,2016-05-02,1462161600,-0.25,96.87837719781457,101.70021088213434,101.68,102.15,100.66,101.47,39741115.0,98.66,99.5,98.27,99.36,25305192.0,5.315267872116777,-0.6665158592343374,3.5086218464841465,1.0971886741814245,0,-4.093125999521021,-2.9308323563892147,-3.4079788376818585,-23.31388830881764,1.7936169880191812,1.3495593911383552,-0.4785083152786527,0.9166609167957578,0,0.14060011259140334,10.0,-36.0,46.0,2.324376006441213,1.5763492460647797,0.7229326972722987,-0.6138658517225117,-0.0070450885668277285,0.0014090177133654347,-0.01097020933977455,0.009448338921060673
2016-04-28,1461816000,2016-05-09,1462766400,0.25,96.87837719781457,101.70021088213434,100.26,100.86,98.76,98.95,30206726.0,98.33,99.04,98.26,98.58,20587445.0,6.484861423760464,-2.0072797641946067,3.2968147697301617,1.0884560762832223,0,-5.574512226085062,-2.502225299179113,-15.860381347154792,-21.693916440281185,0.9804844360922687,1.2349025060592134,1.0131623766832298,0.7539768914487507,0,0.04702492977211184,-10.0,-52.0,42.0,2.2387908297829284,1.2910747962569644,1.1723544345804413,-0.44105666081775297,-0.002536011361330859,0.004666260904848896,-0.0032460945425034637,0.002848423194303118
2016-05-02,1462161600,2016-05-10,1462852800,-0.25,96.89358092096974,101.70021088213434,98.66,99.5,98.27,99.36,25305192.0,98.93,99.98,98.76,99.93,21506063.0,4.924426542773503,-3.412368101864871,1.7830814903765884,-0.3594182594482902,0,0.08366573327845117,-1.9909768536680923,-13.640835311143354,-21.23659690846462,-0.5372096299008007,1.2312740043853017,-0.4033277544777363,0.791231358277184,0,0.09648218856408755,-14.0,-52.0,38.0,0.7560292204543231,-0.06994948135829304,-0.18680442822012822,-0.2684681201992155,-0.010007004903432426,0.000500350245171699,-0.01170819573701598,0.013694461351186904
2016-05-03,1462248000,2016-05-13,1463112000,0.25,96.89358092096974,101.50129270491924,98.65,99.1,98.18,98.44,39119638.0,98.55,99.11,98.03,98.23,21317718.0,5.66160833584253,-2.055785267533466,2.9400386847195534,0.6647663646543833,0,-6.062411085650432,-4.6403261819240855,-14.351978228058643,-20.87841490974931,0.6241801315068756,1.2490674632478704,-2.4989351041256995,-0.7965540789578702,0,-0.0385187817276915,-26.0,-52.0,26.0,1.802911534154532,1.3241316948481057,1.4096536611284876,-0.16395969457423876,0.0032576605924869995,0.008958566629339249,-0.0020360378703043747,-0.0036514859519221066
