start,start_unix,end,end_unix,direction,finished,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-29,1459224000,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,20.31,21.3,20.1,21.24,9009373.0,4.520027909610988,-7.702702109234323,2.879786566227253,-6.1126804770872525,1,8.466699443783789,4.476143630103296,14.551324399723468,-0.9772923530920536,-1.127437368501063,4.553953093883976,-7.139753160774877,0.7556811833551537,0,0.12198109200506128,26.0,-12.0,38.0,-1.5913370998116676,-2.7951210884838815,-9.54768191987705,-0.22131248146310623,-0.043785310734463234,0.0028248587570622874,-0.053672316384180685,0.04888888888888876
2016-03-15,1458014400,2016-03-30,1459310400,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,21.06,21.2,20.64,21.08,8857895.0,5.249342412629019,-6.42106916784725,3.721537001897545,-5.0877609108159305,1,7.434227578868104,5.452726363181591,13.907313535767814,6.123240716004716,-0.11628628464102064,4.464074031862439,-7.745902210121837,-0.7458918278580355,0,0.0946063899626407,22.0,-12.0,34.0,-0.5858633776091153,-1.861387608359422,-8.513641249889531,-0.1883826645872555,-0.000948766603415585,0.00569259962049351,-0.020872865275142205,-0.007532956685499026
2016-03-15,1458014400,2016-03-31,1459396800,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,21.25,21.35,20.82,20.94,5779521.0,5.984217719999549,-5.692909219522036,4.472301814708686,-4.233524355300872,1,6.515010867412549,1.3552758954501507,13.019008307868285,3.82390970646545,0.4526403296314214,4.353714175506831,-8.145581827299655,-0.492171979250803,0,0.011025794730922403,18.0,-12.0,30.0,0.14565425023876344,-1.090469288443444,-7.592102852066503,-0.17250903345954238,0.014804202483285511,0.019579751671442214,-0.005730659025788065,-0.006641366223908762
2016-03-15,1458014400,2016-04-01,1459483200,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,20.49,21.01,20.2,20.98,6782730.0,5.743282273578117,-5.895808489021405,4.213536701620569,-4.49475691134414,1,6.72332052633525,-0.6158218853623828,12.392828107145412,5.300352555759126,0.1375770320057228,4.310799648837226,-9.32132969193736,0.5813040885005374,0,0.09807848530412164,14.0,-12.0,26.0,-0.07626310772165823,-1.1572338987246553,-7.463647033020564,-0.1562776486297579,-0.023355576739752193,0.0014299332697806921,-0.03717826501429944,0.0019102196752625034
2016-03-15,1458014400,2016-04-04,1459742400,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,20.96,20.97,20.58,20.72,4409861.0,7.066240067414782,-4.628981380156077,5.184202059202065,-3.092824967824953,1,4.923143643541536,0.827250608272497,11.166830333323439,9.908345388382344,1.3963950385997919,4.1910076400436616,-10.413095566243799,-0.37974147339723713,0,0.14029495636298794,10.0,-12.0,22.0,1.2186293436293454,0.07515954975727368,-6.055320636389766,-0.1594620174965803,0.011583011583011782,0.012065637065637125,-0.006756756756756799,-0.012392755004766554
2016-03-15,1458014400,2016-04-05,1459828800,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,21.14,21.54,20.88,21.51,6800452.0,3.3795348890897685,-8.084323359568614,1.3730048039671203,-6.511699984503352,1,9.07699706265577,3.017241379310357,11.911519223141138,15.408206879884773,-2.1632679118260114,4.02101951890204,-10.735898322699528,0.5847740855106223,0,0.15395188158025003,6.000000000000007,-11.999999999999993,18.0,-2.352394235239416,-3.2574244281764066,-9.132866551548133,-0.10727688155459181,-0.017201301720130235,0.001394700139469851,-0.029288702928870425,0.03812741312741319
2016-03-15,1458014400,2016-04-06,1459915200,-0.25,0,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,21.28,21.87,21.27,21.86,5655376.0,2.15441602061955,-9.318185462522578,-0.13876181762732642,-7.604452577005176,1,10.763194912219674,7.156862745098044,13.267078906260895,12.592345536086697,-3.6771828196543623,3.870074787840079,-10.668879361920299,0.4907167398649647,0,0.09513969957421872,2.0,-12.0,14.0,-3.581884720951507,-4.348618458483443,-10.172532889031999,-0.050958110108750676,-0.02653247941445558,0.00045745654162865357,-0.02698993595608412,0.016271501627149965
2016-03-15,1458014400,2016-04-07,1460001600,-0.25,1,18.78364506155366,22.3563655145272,20.38,20.87,20.36,20.78,6957856.0,22.16,22.5,22.01,22.03,9459992.0,1.8963484419851682,-9.89907200076864,-0.6211227114540918,-7.752307459524886,0,11.572733948150713,6.941747572815532,14.723132585393614,12.291676114801703,-4.335502885196078,3.773418887258913,-9.970344900937821,0.820856185831238,0,0.0999193360827407,50.0,40.0,10.0,-4.001361779391729,-4.602285175078407,-10.439602750934768,-0.0063718147189537055,0.0059010440308668866,0.02133454380390365,-0.0009078529278256919,0.007776761207685334
2016-03-23,1458705600,2016-04-08,1460088000,0.75,1,18.78364506155366,23.88692804915354,20.92,20.93,19.67,19.68,13928774.0,22.16,23.13,22.15,22.93,8554145.0,-0.8954737293442605,-14.041290335199989,-4.265881668847214,-10.986335223142902,0,15.535399255238815,6.4037122969837545,17.79373577254733,9.969577479241813,-8.042096333912824,3.709019485147592,-8.770773334780042,0.7509669628737778,0,0.1722618800204589,50.0,43.99999999999999,6.000000000000007,-7.468382032272132,-7.551717454224189,-13.407590006714003,0.07512492193657999,-0.033580462276493694,0.00872219799389451,-0.034016572176188475,0.04085338175215614
2016-03-29,1459224000,2016-04-11,1460347200,0.75,0,20.615000000000002,25.516727272717656,20.31,21.3,20.1,21.24,9009373.0,23.29,24.55,23.13,24.51,13080070.0,-4.251042990603736,-21.191633467984587,-9.732082143342879,-16.243710050319592,0,21.05184943687037,16.60323501427213,23.277958765330403,18.605405305561973,-12.759464214515475,3.6941820199558357,-6.693234509271235,1.1430410441435999,1,0.2620463598706373,50.0,48.0,2.0,-12.721338229294162,-12.224469591190882,-18.24494676350082,0.2187090010036561,-0.0497756017951857,0.00163198694410438,-0.05630354957160355,0.06890536415176629
