start,start_unix,bottom,top,end,end_unix,direction
2016-03-15,1458014400,39.055,40.714994621456974,2016-03-15,1458014400,
2016-03-16,1458100800,37.442862137218526,39.055,2016-03-17,1458187200,-1.0
2016-03-18,1458273600,39.055,40.55810866739831,2016-03-22,1458619200,1.0
2016-03-23,1458705600,37.601678665352004,39.055,2016-04-12,1460433600,-1.0
2016-04-13,1460520000,39.055,40.44598341326406,2016-04-14,1460606400,1.0
2016-04-15,1460692800,37.699692873257014,39.055,2016-04-15,1460692800,-1.0
2016-04-18,1460952000,39.055,40.39064233197563,2016-04-28,1461816000,1.0
2016-04-29,1461902400,37.61621300672547,39.055,2016-05-09,1462766400,-1.0
2016-05-10,1462852800,39.055,40.41746388380056,2016-05-12,1463025600,1.0
2016-05-13,1463112000,37.69178675192791,39.055,2016-05-13,1463112000,-1.0
2016-05-16,1463371200,39.055,40.42369801606694,2016-05-19,1463630400,1.0
2016-05-20,1463716800,40.42369801606694,41.86764913114629,2016-05-23,1463976000,1.0
2016-05-24,1464062400,41.86764913114629,43.31730085792388,2016-06-09,1465444800,1.0
2016-06-10,1465531200,40.69521469839523,41.86764913114629,2016-06-10,1465531200,-1.0
2016-06-13,1465790400,39.490811296554966,40.69521469839523,2016-06-14,1465876800,-1.0
2016-06-15,1465963200,40.69521469839523,41.8940523254922,2016-06-22,1466568000,1.0
2016-06-23,1466654400,41.8940523254922,43.176573451894974,2016-06-23,1466654400,1.0
2016-06-24,1466740800,40.36499699383247,41.8940523254922,2016-06-24,1466740800,-1.0
2016-06-27,1467000000,38.802445614434156,40.36499699383247,2016-06-28,1467086400,-1.0
2016-06-29,1467172800,40.36499699383247,41.97238058117082,2016-07-01,1467345600,1.0
2016-07-05,1467691200,38.80637609682724,40.36499699383247,2016-07-06,1467777600,-1.0
2016-07-07,1467864000,40.36499699383247,41.93574664482167,2016-07-12,1468296000,1.0
2016-07-13,1468382400,41.93574664482167,43.37472209208069,2016-07-20,1468987200,1.0
2016-07-21,1469073600,43.37472209208069,45.0993115488027,2016-07-21,1469073600,1.0
2016-07-22,1469160000,45.0993115488027,46.83314461575886,2016-07-25,1469419200,1.0
2016-07-26,1469505600,46.83314461575886,48.49591904594045,2016-08-01,1470024000,1.0
2016-08-02,1470110400,45.209321248810916,46.83314461575886,2016-08-04,1470283200,-1.0
2016-08-05,1470369600,46.83314461575886,48.341311502487954,2016-08-17,1471406400,1.0
2016-08-18,1471492800,48.341311502487954,49.605284824411584,2016-08-18,1471492800,1.0
2016-08-19,1471579200,47.066050560701726,48.341311502487954,2016-08-22,1471838400,-1.0
2016-08-23,1471924800,48.341311502487954,49.57351098800771,2016-08-23,1471924800,1.0
2016-08-24,1472011200,47.12126912307675,48.341311502487954,2016-08-26,1472184000,-1.0
2016-08-29,1472443200,48.341311502487954,49.502107824487375,2016-09-06,1473134400,1.0
2016-09-07,1473220800,47.22537633275191,48.341311502487954,2016-09-07,1473220800,-1.0
2016-09-08,1473307200,48.341311502487954,49.45853701724286,2016-09-08,1473307200,1.0
2016-09-09,1473393600,47.08660209592983,48.341311502487954,2016-09-14,1473825600,-1.0
2016-09-15,1473912000,48.341311502487954,49.76786693149427,2016-09-23,1474603200,1.0
2016-09-26,1474862400,47.022039086646004,48.341311502487954,2016-09-26,1474862400,-1.0
2016-09-27,1474948800,48.341311502487954,49.67049303148405,2016-09-28,1475035200,1.0
2016-09-29,1475121600,49.67049303148405,51.48918526822048,2016-09-29,1475121600,1.0
2016-09-30,1475208000,51.48918526822048,53.47111377376145,2016-10-10,1476072000,1.0
2016-10-11,1476158400,49.3762837737903,51.48918526822048,2016-10-19,1476849600,-1.0
2016-10-20,1476936000,51.48918526822048,53.51965429392119,2016-10-26,1477454400,1.0
2016-10-27,1477540800,53.51965429392119,55.73265279893304,2016-10-27,1477540800,1.0
2016-10-28,1477627200,51.179298539267336,53.51965429392119,2016-11-11,1478840400,-1.0
