start,start_unix,end,end_unix,direction,finished,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-18,1458273600,-0.25,0,58.40042565473281,63.419574345267186,60.93,61.28,60.54,60.65,684626.0,60.33,61.59,60.14,61.32,2291818.0,2.564924387347318,-7.03817944279416,-0.42373342030876415,-4.318058273537716,0,1.9130496245748958,6.513809275664409,3.902447539152577,13.400250150564865,-0.8381302136795057,2.1760606484809686,-6.888482489590334,2.812342974251078,1,0.14541476894701022,30.0,76.0,-46.0,-2.2366275277234138,-1.4477278023950646,-0.1677333118480675,0.20043622561318944,-0.016144814090019555,0.0044031311154599795,-0.01924331376386168,0.018266356692128838
2016-03-15,1458014400,2016-03-21,1458532800,-0.25,0,58.40042565473281,63.419574345267186,60.93,61.28,60.54,60.65,684626.0,61.04,62.4,60.88,62.23,551730.0,1.4792891985391066,-8.188272004259787,-1.541860838823709,-5.44833681504096,0,4.885176179578792,6.649528706083968,5.9068989793901245,13.248485012676113,-2.0577777380697313,2.1655477451655023,-7.493295464982513,0.6770785383369936,0,0.1794042054857752,26.0,52.0,-26.0,-3.354491402860333,-2.613743721841743,-1.5637703671842331,0.24625433753875053,-0.019122609673790758,0.002731801381970156,-0.02169371685682142,0.0148401826484017
2016-03-15,1458014400,2016-03-22,1458619200,-0.25,0,58.40042565473281,63.419574345267186,60.93,61.28,60.54,60.65,684626.0,61.76,62.94,61.73,62.79,652053.0,0.7246987601586596,-8.203596673839215,-2.016775495036356,-5.8533736794606455,0,6.621910983624531,10.545774647887328,8.250021323246253,13.439729965952047,-2.6546110441926345,2.1305786526078307,-7.650584181496011,0.8005260747594731,0,0.2113049806444743,50.0,80.0,-30.0,-3.7394489568402776,-3.1506474069984165,-2.3459330877415567,0.2969785223439596,-0.01640388596910336,0.0023889154323937234,-0.016881669055582083,0.008998875140607376
2016-03-15,1458014400,2016-03-23,1458705600,-0.25,0,58.40042565473281,63.419574345267186,60.93,61.28,60.54,60.65,684626.0,62.79,63.32,62.69,63.06,1060262.0,0.49690641184425033,-7.8962086636679345,-2.027169891108997,-5.687176234274233,0,7.453164767396572,9.937238493723854,10.480157187161884,14.94313147805471,-2.6995140126526707,2.0412843060624732,-7.522441202767197,1.291511719497232,0,0.17473404383663732,50.0,84.0,-34.0,-3.699651125911842,-3.225766739932638,-2.655658100404011,0.3289346963663634,-0.004281636536631828,0.004123057405645447,-0.005867427846495521,0.004300047778308613
2016-03-15,1458014400,2016-03-24,1458792000,-0.25,1,58.40042565473281,63.419574345267186,60.93,61.28,60.54,60.65,684626.0,62.6,63.05,62.16,62.88,1019470.0,1.1541170084585275,-7.392984692936878,-1.4813931297709928,-5.013517811704844,0,6.6908032501192665,6.486028789161737,11.99148995252159,7.653700621554343,-2.178880106866103,2.0031398223644756,-7.945885203034312,-1.2424743690530708,0,0.17676676901573382,46.0,84.0,-38.0,-3.119433842239175,-2.6679087618009305,-2.2837849220308613,0.3179845919519404,-0.004452926208651453,0.002703562340966803,-0.011450381679389388,-0.0028544243577545148
2016-03-15,1458014400,2016-03-28,1459137600,0.75,0,58.40042565473281,65.56885149387344,60.93,61.28,60.54,60.65,684626.0,62.88,63.9,62.72,63.75,662837.0,0.26015090532128227,-8.34015090532128,-2.4342483660130654,-5.9777777777777885,0,9.429716009633864,8.732730683950193,14.357666535163476,7.643293778437794,-3.332658656096882,1.9668869651469099,-7.712543048792927,0.8095461413466338,0,0.1615834650312329,50.0,92.0,-42.0,-4.039999999999992,-3.6156145328842655,-3.475468019674807,0.3469994818154756,-0.013647058823529346,0.0023529411764706687,-0.01615686274509809,0.013835877862595325
2016-03-15,1458014400,2016-03-29,1459224000,0.75,0,58.40042565473281,65.56885149387344,60.93,61.28,60.54,60.65,684626.0,63.56,65.23,63.32,65.16,1227420.0,-1.0649638699678832,-10.135158904740521,-4.033660732555745,-7.564968283200329,0,13.380528327949861,11.518055793256883,18.039482409807384,8.415971516404433,-4.970559627266468,1.9962483254028565,-6.6809778720515,1.4851869715142538,0,0.3239444375118599,50.0,96.0,-46.0,-5.600061387354188,-5.158301253293033,-5.345963849606733,0.4332133038220567,-0.024554941682013443,0.0010742786985882269,-0.02823818293431546,0.022117647058823575
2016-03-15,1458014400,2016-03-30,1459310400,0.75,0,58.40042565473281,65.56885149387344,60.93,61.28,60.54,60.65,684626.0,65.4,66.11,65.0,65.17,696147.0,-0.33548410700990416,-9.95452663412867,-3.5573627947419624,-7.088128484476513,0,13.40713141830205,10.364098221845902,20.985518593929612,14.764240182637181,-4.608958709376083,1.9750345595938665,-5.271641723804606,0.8444644248040098,0,0.27671248410798616,50.0,96.0,-46.0,-5.145005370569294,-4.680201439186106,-5.150272806138517,0.4604267272630913,0.0035292312413688354,0.014423814638637289,-0.0026085622218812166,0.00015346838551266728
2016-03-15,1458014400,2016-03-31,1459396800,0.75,1,58.40042565473281,65.56885149387344,60.93,61.28,60.54,60.65,684626.0,65.29,65.66,64.26,64.54,808936.0,1.0327403866234022,-8.66211751708515,-2.139758289432919,-5.797954756740012,0,10.492789064956149,8.799730276466631,22.205272422300006,15.180120359861547,-3.2421760768309014,2.0068053358199993,-4.725726710363517,-0.9804702983929584,0,0.2992485060071281,46.0,84.0,-38.0,-3.814688565230881,-3.3926290289103918,-4.058744739552409,0.4073405607965872,0.011620700340873924,0.017353579175704903,-0.004338394793926281,-0.009667024704618665
2016-03-18,1458273600,2016-04-01,1459483200,0.75,1,60.91,67.94195839612162,60.33,61.59,60.14,61.32,2291818.0,64.37,65.65,64.03,65.63,729620.0,0.09593140891495011,-10.057839073092893,-3.2998120778099462,-7.003910813144373,0,13.544399307033949,9.438052359513085,24.46599438826161,14.743369846510376,-4.52330490436394,2.008826334711583,-4.4484202655258045,0.8954365455044304,0,0.29408352266649174,50.0,92.0,-42.0,-4.9809538320889715,-4.521194048157156,-5.430508492064817,0.41554500183630383,-0.019198537254304315,0.00030473868657643344,-0.024379094926100797,0.016888751162069893
