start,start_unix,end,end_unix,direction,finished,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-21,1458532800,0.25,0,68.94911949595223,74.48231189654213,68.65,69.7,68.39,69.68,451839.0,72.05,72.6,71.11,71.33,1036114.0,1.7274123804636332,-10.870830297188746,-2.726295621290703,-6.637693350156553,0,15.164229712398537,7.021755438859703,34.729875427883485,14.193953971091446,-2.7459220780353064,2.1434055739379527,-7.929882062000825,-1.2208576462691654,0,0.15431357943278903,46.0,92.0,-46.0,-4.571708958362549,-3.8902215662528477,-6.641783069395856,0.4516500496222966,0.010093929622879472,0.017804570307023537,-0.003084256273657604,-0.017357762777242103
2016-03-15,1458014400,2016-03-22,1458619200,0.25,0,68.94911949595223,74.48231189654213,68.65,69.7,68.39,69.68,451839.0,71.23,71.44,70.6,71.28,696988.0,2.3108026127525108,-10.576795878745799,-2.3713991769547533,-6.185933408155634,0,14.932983092038441,8.03273719308881,34.86349960678087,6.517095532432506,-2.306907393636479,2.0758763775221705,-7.296261883473413,-0.8208003673857355,0,0.17154916943037107,42.0,88.0,-46.0,-4.132996632996651,-3.4587278753777895,-6.318402139769248,0.35578396988306205,-0.0007014590347923511,0.002244668911335568,-0.00953984287317633,-0.0007009673349221979
2016-03-15,1458014400,2016-03-23,1458705600,0.25,0,68.94911949595223,74.48231189654213,68.65,69.7,68.39,69.68,451839.0,71.37,71.45,70.68,70.94,322055.0,3.086630543851385,-9.651333109399701,-1.609576167653401,-5.235175265482567,0,13.324475781694943,8.487536320538304,34.30938864326607,7.86050660398903,-1.5466504675864456,2.0143683660912073,-6.702092950392338,-0.3830102456296183,0,0.13710462445135171,38.0,56.0,-18.0,-3.282351282774158,-2.710690681717381,-5.639233796473903,0.24249305929083564,0.006061460389061191,0.007189173949816885,-0.0036650690724554513,-0.004769921436588165
2016-03-15,1458014400,2016-03-24,1458792000,0.25,0,68.94911949595223,74.48231189654213,68.65,69.7,68.39,69.68,451839.0,70.7,71.04,70.14,70.48,501269.0,3.9565875476148165,-8.645861100395734,-0.6363507377979687,-4.315408626560725,0,11.166595715415568,6.529625151148742,32.951955140896445,8.675261810661887,-0.5407556440125632,1.9739042429226465,-6.6905543450399065,-0.5967233209133876,0,0.17566270815471718,34.0,56.0,-21.999999999999996,-2.344636776390473,-1.878027905423778,-4.826376841871735,0.11600868864106717,0.0031214528944381037,0.007945516458569779,-0.004824063564131675,-0.006484352974344465
2016-03-15,1458014400,2016-03-28,1459137600,0.25,1,68.94911949595223,74.48231189654213,68.65,69.7,68.39,69.68,451839.0,70.97,71.41,70.49,71.27,277799.0,3.0349607252109934,-9.118866997134646,-1.3745849118376015,-5.0212805762125186,0,13.420029030579236,8.346001824262686,32.63452832574973,13.401608806573634,-1.3491858323647676,1.905800901536857,-6.432867556339385,0.3331304723742347,0,0.17970919795136522,30.0,56.0,-26.0,-3.0419531359618333,-2.6832265821530825,-5.650698380073777,0.0673931050465344,-0.004209344745334631,0.0019643608811561464,-0.010944296337870085,0.011208853575482403
2016-03-17,1458187200,2016-03-29,1459224000,-0.25,0,68.94911949595223,74.48231189654213,71.29,72.57,70.98,72.39,543354.0,71.51,72.66,71.51,72.62,697849.0,1.27520364288047,-9.843091277141014,-2.7742586982465838,-6.23060681171394,0,16.87740545982564,12.62406947890819,33.73021625748031,13.364705599617686,-2.5747131392914184,1.8734937180655795,-5.448143810832807,0.8399762791369936,0,0.2873623371254271,50.0,80.0,-30.0,-4.283943817130279,-4.064495948702955,-7.114266151453208,0.10571696705385425,-0.015285045442027023,0.0005508124483613042,-0.015285045442027023,0.01894205135400595
2016-03-17,1458187200,2016-03-30,1459310400,-0.25,0,68.94911949595223,74.48231189654213,71.29,72.57,70.98,72.39,543354.0,72.66,73.12,72.19,72.75,268713.0,1.607993120633239,-9.768817862901258,-2.6187857961053993,-5.884765177548701,0,17.19172593553182,8.098068350668653,34.734533298479384,13.17391629023573,-2.4767199271205556,1.8278747957555148,-4.290692558415209,0.3295756414198182,0,0.3163615454410528,50.0,84.0,-34.0,-4.080412371134017,-3.832505462347484,-6.99474762832908,0.11842528888404558,-0.0012371134020618957,0.005085910652921077,-0.007697594501718252,0.001790140457174294
2016-03-17,1458187200,2016-03-31,1459396800,-0.25,0,68.94911949595223,74.48231189654213,71.29,72.57,70.98,72.39,543354.0,72.57,73.43,72.15,73.28,736025.0,1.463503042376658,-10.257171164647374,-2.954876273653568,-6.197234352256203,0,18.47554784981898,8.162361623616238,36.06875001500085,19.184586416327107,-2.720556536860329,1.8098025071017019,-3.054286167720104,0.8992956286308897,0,0.3633295441203584,50.0,88.0,-38.0,-4.396834061135365,-4.096798109878478,-7.366728371458947,0.13966924549559212,-0.009688864628821015,0.0020469432314411673,-0.015420305676855817,0.0072852233676976574
2016-03-17,1458187200,2016-04-01,1459483200,-0.25,0,68.94911949595223,74.48231189654213,71.29,72.57,70.98,72.39,543354.0,72.93,73.74,72.63,73.5,383185.0,1.673497408050423,-10.217715095125257,-2.852607709750572,-6.052607709750575,0,19.005491101041684,8.953453898606591,37.36930047078486,19.044053723895928,-2.6392932900045594,1.783372459052833,-1.744399318499216,0.4768344340899792,0,0.3413833026874461,50.0,92.0,-42.0,-4.27210884353741,-3.966345283023003,-7.344233399483812,0.1450477190696764,-0.0077551020408161975,0.0032653061224490187,-0.011836734693877582,0.003002183406113579
2016-03-17,1458187200,2016-04-04,1459742400,-0.25,0,68.94911949595223,74.48231189654213,71.29,72.57,70.98,72.39,543354.0,73.69,73.87,72.74,73.17,313764.0,2.375445062232302,-9.20474668858192,-1.9810031433647737,-5.225502255022548,0,17.221239929107128,9.306841948013151,37.72423731174324,15.030903281839159,-1.9405653426558445,1.7737679226702816,-0.4588203820920498,-0.39409351583254537,0,0.30647820379452717,46.0,92.0,-46.0,-3.4146508131748163,-3.1967311529846683,-6.654730077482981,0.10476975857746673,0.007106737734043911,0.009566762334290102,-0.005876725433921148,-0.00448979591836729
