unix,date,open,high,low,close,volume_base,bb_bbm,bb_bbh,bb_bbl,kch_high,kch_low,kch_mid,kch_mid_squeeze,kch_tr_squeeze,kch_high_squeeze,kch_low_squeeze,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,sma_volume,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,macd,macd_signal
1458014400,2016-03-15,73.12,73.125,71.01,71.07,369585.0,73.71700000000001,75.86517224635264,71.56882775364738,75.46616666666667,71.85216666666666,73.65916666666666,73.71700000000001,2.8799999999999955,76.51037500000001,70.92362500000002,1,42.05768251937636,-2.8169014084507076,-1.6448517521255954,58.17586612987591,74.01174873907357,2.124994831933951,10.1752157692073,-2338181.0,715391.62,0,0.10198831126932835,76.0,72.0,4.0,73.71700000000001,73.65844881929279,74.26783202814376,-0.11918965804482798,-0.02649812451586797,0.09269153352896001
1458100800,2016-03-16,70.91,71.65,69.66,71.24,646592.0,73.614,76.0149448140263,71.21305518597372,75.3705,71.71849999999999,73.5445,73.614,1.990000000000009,76.43587500000001,70.792125,1,42.59275076065029,-2.810368349249662,-4.380561419026969,48.00720617851795,73.75267449300983,2.1153523439386697,11.42526834508655,-1691589.0,714424.36,0,0.12469998400430957,72.0,64.0,8.0,73.614,73.42812036031252,74.14909351723617,-0.2490184081305387,-0.21858147663421335,0.030436931496325335
1458187200,2016-03-17,71.25,71.4681,69.41,70.67,519271.0,73.53299999999999,76.20154342291815,70.86445657708182,75.22137333333333,71.62356333333334,73.42246833333333,73.53299999999999,2.0581000000000103,76.31423249999999,70.75176749999999,1,41.248369566369824,-2.2409738553050276,-7.189680292516097,39.83859355986044,73.48400356482325,2.111262890800194,12.68820475283069,-2210860.0,714896.68,0,0.09484702929471328,68.0,-32.0,100.0,73.53299999999999,73.16544223075896,74.01265847734454,-0.3539921531164055,-0.4120532598991815,-0.05806110678277604
1458273600,2016-03-18,70.59,75.0,70.515,73.89,1244462.0,73.562,76.23282459176932,70.89117540823068,75.33554000000001,71.56222999999999,73.44888499999999,73.562,4.484999999999999,76.4748575,70.6491425,1,50.53291182764048,0.7911608238985108,-5.360239919182252,46.39630549471106,73.40849629207855,2.280815541457323,11.835963614108389,-966398.0,701587.04,1,0.2125785072109753,64.0,-32.0,96.0,73.562,73.23444773259143,74.00784834097809,-0.19520859966298532,-0.3020718563615077,-0.10686325669852237
1458532800,2016-03-21,73.52,75.14,73.41,74.0,512680.0,73.6135,76.2763877182487,70.9506122817513,75.33404,71.63273,73.483385,73.6135,1.730000000000004,76.4723575,70.7546425,1,50.81242942528281,1.4115389886254641,-3.8308710672107233,47.79487662665747,73.42951241647135,2.2414715742103715,11.113907253142385,-453718.0,685980.22,0,0.13432765436311675,60.0,-32.0,92.0,73.6135,73.30735747234463,74.00754056290052,-0.07745879221287896,-0.20368674696462108,-0.12622795475174212
1458619200,2016-03-22,73.45,75.075,72.965,74.8,431839.0,73.727,76.38899248684133,71.06500751315868,75.45070666666668,71.65939666666665,73.55505166666667,73.727,2.1099999999999994,76.65335750000001,70.8006425,1,52.85195967513654,3.1297394181717855,-1.6938522795909547,47.714065338277805,73.37156311113225,2.232080747481059,10.432004518920866,-21879.0,676073.02,0,0.17746030350889383,56.00000000000001,-31.999999999999993,88.0,73.727,73.44951390354991,74.0386174035711,0.05260995100918635,-0.06046551599025918,-0.11307546699944553
1458705600,2016-03-23,74.78,75.27,74.2,74.21,468527.0,73.793,76.43408386841458,71.15191613158544,75.47137333333333,71.90106333333333,73.68621833333334,73.793,1.0699999999999932,76.55360750000001,71.0323925,1,51.20374078256522,1.8109480038413954,-0.6752974102634925,54.22761272300243,73.40437946732229,2.14907497980384,9.689603988238861,-490406.0,667294.84,0,0.08371526838179812,52.0,-32.0,84.0,73.793,73.52194115083087,74.04533828970555,0.09475508464077928,0.0053683888015285675,-0.08938669583925071
1458792000,2016-03-24,73.85,75.27,73.39,74.33,354095.0,73.85549999999999,76.48527166309161,71.22572833690838,75.52687333333333,72.01756333333334,73.77221833333333,73.85549999999999,1.8799999999999955,76.5703575,71.14064249999998,1,51.52737613151162,1.7104542966611933,0.27633332142456074,51.28480026942992,73.36604391615357,2.1298553383892798,9.450691936336808,-136311.0,661885.48,0,0.07498591638387742,48.0,-32.0,80.0,73.85549999999999,73.59889913646602,74.05650149403084,0.1246766609035819,0.06645913029022665,-0.05821753061335524
1459137600,2016-03-28,74.57,74.66,73.42,74.16,534955.0,73.8785,76.51047473392123,71.24652526607878,75.57637333333334,72.02656333333333,73.80146833333333,73.8785,1.2399999999999949,76.6237325,71.1332675,1,51.02274123540492,0.624151967435541,0.8495779487068771,44.350872173494594,73.32383865589614,2.066294242790045,9.228845030999187,-671266.0,659254.06,0,0.05937847195603838,44.0,-32.0,76.0,73.8785,73.65233731394544,74.06056025897081,0.12657692390970984,0.10000362427378207,-0.026573299635927777
1459224000,2016-03-29,74.14,76.16,73.61,76.12,422494.0,74.013,76.80934833309438,71.21665166690563,75.72187333333333,72.05206333333334,73.88696833333333,74.013,2.549999999999997,76.84823250000001,71.1777675,1,56.225610291973325,3.66335285305733,3.584842958656581,50.235276981323864,73.3593053963333,2.100844654019327,9.022858897235356,-248772.0,645542.02,0,0.12959744213296845,100.0,28.0,72.0,74.013,73.8873528078554,74.14132260175627,0.2464574852209468,0.2814985568902557,0.03504107166930892
