start,start_unix,end,end_unix,direction,bottom,top,start_open,start_high,start_low,start_close,start_volume,end_open,end_high,end_low,end_close,end_volume,bb_bbh,bb_bbl,kch_high,kch_low,squeeze,rsi,roc,tsi,mfi,vwap,atr,adx,obv,pocket_pivot,cmf,aroon_up,aroon,aroon_down,sma,ema20,ema50,macd_diff,rel_open,rel_high,rel_low,rel_close
2016-03-15,1458014400,2016-03-28,1459137600,-0.25,29.94605938333106,32.96866884164084,31.33,31.7,31.04,31.44,5900758.0,30.93,31.4,30.93,31.37,7029657.0,5.936270128912042,-4.868370862096626,2.597492296249058,-1.699606843056003,0,-1.968628078629699,-3.5362853628536346,-1.2940623168215204,-0.9930857288509216,-0.2925759518156923,2.3376689842857337,-13.209686377162921,0.679793652619232,0,0.16474407246604433,-18.0,-8.0,-10.0,0.5339496334077154,0.2504437088468592,1.3778221658386656,-0.01875262662979188,-0.014026139623844469,0.00095632770162557,-0.014026139623844469,0.010957138253303356
2016-03-22,1458619200,2016-03-29,1459224000,0.25,29.94605938333106,32.68998816866678,31.47,31.59,31.07,31.28,8345275.0,31.16,31.45,31.11,31.35,6231155.0,5.377974238754987,-4.676219852790098,2.339181286549689,-1.8426368952684697,0,-2.0983069055662398,-4.711246200607895,-1.2773746451915584,-2.293728264920901,-0.06398575446762322,2.249543833405252,-13.62614447087265,-0.6086636912130288,0,0.2383049692925422,-21.999999999999996,-7.9999999999999964,-14.0,0.3508771929824377,0.2844565410252642,1.3859285022207075,-0.007284899663214051,-0.0060606060606061,0.0031897926634767426,-0.007655502392344582,-0.0006375518010838244
2016-03-28,1459137600,2016-04-01,1459483200,-0.25,30.100582414809413,32.68998816866678,30.93,31.4,30.93,31.37,7029657.0,31.27,31.67,31.25,31.59,7198877.0,1.6290919120834957,-3.601234995337677,0.8098554394850908,-2.9634905560831584,1,-0.28808391215936524,1.3799743260590491,-0.07054170459905106,3.1773878990002657,-0.6703020632809995,2.0298161090995106,-15.431768385295333,0.7134835572085231,0,0.1854217541608138,-34.0,-8.0,-26.0,-0.9860715416270978,-0.4168632008058495,0.5171080189278854,0.03561053356841784,-0.01012978790756569,0.002532446976891478,-0.01076289965178856,0.0019029495718363432
2016-03-29,1459224000,2016-04-04,1459742400,0.25,30.100582414809413,32.59888775767697,31.16,31.45,31.11,31.35,6231155.0,31.59,31.7,31.25,31.35,7511378.0,2.2035939820252963,-2.3471346518817597,1.6400850611376825,-1.980329611908573,1,-2.1261891992262107,3.22686862034903,-0.27654340249241627,-3.102941837864506,0.05073367256017036,2.001787608849159,-16.003074575815056,-0.7480306646346512,0,0.15032126131779958,-38.0,-8.0,-30.0,-0.07177033492824592,0.3125913848930111,1.236161412001536,0.02840543968303691,0.00765550239234436,0.011164274322168932,-0.0031897926634769647,-0.007597340930674212
2016-03-30,1459310400,2016-04-07,1460001600,-0.25,30.24039125232642,32.59888775767697,31.36,31.55,31.16,31.4,7183417.0,32.03,32.27,31.35,31.46,7366803.0,1.8561766188736044,-1.7576387930630801,1.7350074168256242,-1.872748463657544,1,-1.2405231560147598,0.9627727856225954,2.0148463457139134,-3.1627256735735685,-0.15542816864486042,2.1082584305503658,-16.161448158656526,-0.7416032373076119,0,0.20817804731363201,46.0,88.0,-42.0,0.04926891290526214,0.18707814581679827,0.8768446212295942,0.058537576788239246,0.01811824539097273,0.02574698029243483,-0.0034965034965034336,-0.02328469419434953
2016-04-04,1459742400,2016-04-18,1460952000,0.25,30.21641145766594,32.50249383712546,31.59,31.7,31.25,31.35,7511378.0,30.18,30.28,29.88,30.23,9333674.0,6.1879224188280375,0.05422114716601811,4.788289778365879,1.4373139265630073,0,-8.35004432344175,-4.877281308999373,-9.432554122762106,-15.71737158734335,3.1047195898708395,2.040917558679265,-14.408536548427055,-0.9674886283412261,0,0.061350474532792854,18.0,-32.0,50.0,3.121071782997035,2.8306976284538052,4.1373851372823935,-0.11248242602105735,-0.0016539861065166805,0.0016539861065167916,-0.011577902745616986,-0.0062458908612754716
2016-04-05,1459828800,2016-04-19,1461038400,-0.75,29.113191211599045,32.50249383712546,31.07,31.63,30.98,31.5,12307430.0,30.32,30.32,29.76,29.86,11516868.0,7.753435738779643,0.5184999611534096,5.847287340924325,2.4079035498995296,0,-10.539670045152754,-4.9952274896595625,-12.09278141956324,-23.269576757955278,3.936437759881798,2.0525791584187254,-13.332721155027174,-1.1902693647960942,0,-0.020695006417685426,14.0,-36.0,50.0,4.1359678499665335,3.7139473046518816,5.214914360021467,-0.14068859732063915,0.015405224380442117,0.015405224380442117,-0.0033489618218351946,-0.012239497188223702
2016-04-08,1460088000,2016-04-20,1461124800,-0.25,29.113191211599045,31.369999999999997,31.49,31.61,31.26,31.31,8257404.0,29.98,30.78,29.9,30.46,9201646.0,5.596817824556055,-1.696620844910683,3.6681987305755968,0.1783760122564928,0,-5.554283741567382,-2.62148337595908,-12.09973119783388,-22.420836888858688,1.6195228886883797,2.084162315249463,-13.332182871764795,0.9651305820100172,0,-0.021790125325482836,10.0,-36.0,46.0,1.9500984898227074,1.5118513957746131,3.019163542493402,-0.11093938078533871,-0.0157583716349311,0.010505581089954141,-0.018384766907419636,0.02009377093101139
2016-04-19,1461038400,2016-04-22,1461297600,0.25,29.082042980189893,31.359115971870917,30.32,30.32,29.76,29.86,11516868.0,29.97,30.12,28.96,29.33,13351578.0,10.199749162020439,0.6628488604820859,7.389476076826924,3.529946584839209,0,-11.973343592421664,-5.478569126651636,-15.967533871356968,-29.767631744720845,4.592760957028247,2.2776925688509833,-11.971008535595368,-1.4005294739372864,-1,-0.10097296306768158,2.0,-48.0,50.0,5.431299011251255,4.653544323529474,6.544624059223764,-0.1479485546239364,0.021820661438799904,0.02693487896351865,-0.012615069894306052,-0.024284763805721865
2016-04-20,1461124800,2016-04-25,1461556800,-0.25,29.082042980189893,31.488576114265186,29.98,30.78,29.9,30.46,9201646.0,29.22,30.38,29.17,30.31,9867347.0,6.490018897878699,-2.794868782405274,3.82821950951282,-0.15066534697018596,0,-4.639558360114947,-3.379024545744349,-14.708515101868935,-21.178507468882387,0.7788744306209026,2.3317655643521498,-11.249310249454128,1.0348975681781842,0,-0.0918214234272801,-2.0,-48.0,46.0,1.8475750577367194,1.1488910546154187,2.978203892583565,-0.09884043055520442,-0.03596172880237547,0.002309468822170979,-0.03761134938964028,0.03341288782816232
